artist_name,genre,popularity,followers,external_url
Loyal Lobos,latinx alternative,33,8454,https://open.spotify.com/artist/26BPVK55HCqiBNb32TXfBf
Kabasaki,urbano espanol,49,15066,https://open.spotify.com/artist/4rO00pQq33bIv73QyJdivX
La Cruz,latin talent show,50,78437,https://open.spotify.com/artist/0JoFdUO6q5ZRdnfRADpRiJ
Villano Antillano,"rap boricua, urbano latino",68,288242,https://open.spotify.com/artist/1pi7nGhOM7PTHR5YEgXVGq
Pascal,pop peruano,52,8298,https://open.spotify.com/artist/2fuu7gBnfDhgJNt1Yr4ERu
Polo Nandez,,47,9186,https://open.spotify.com/artist/57YqxYzBuraaQNq8POH0pM
Valentina,dominican indie,28,8340,https://open.spotify.com/artist/3ins7Wpq5xVFJi8wZdBAFI
A.CHAL,"canadian hip hop, trap soul",47,174702,https://open.spotify.com/artist/0pkwrPVI8UyXtPkavyJoZ4
NEZZA,,27,22795,https://open.spotify.com/artist/0cRKBhWUTEtR1vmA06kVKz
Maréh,,46,16140,https://open.spotify.com/artist/2SIZkgqao1WVQAuliN0PN4
EthanUno,,30,9301,https://open.spotify.com/artist/5QbhVJedf1XUbmQummp2CN
Sami Tariffi,,0,286,https://open.spotify.com/artist/6B9lBVaJxGefJ4gqdORzSY
Julión Álvarez y su Norteño Banda,"banda, musica mexicana, norteno, sad sierreno",84,6776103,https://open.spotify.com/artist/1bfl0AU8SqmLkElptOprhC
Luis Mexia,,65,38297,https://open.spotify.com/artist/4IEP61D1hdCPQVzAYzP9VC
Edgardo Nuñez,"corrido, corridos tumbados, sad sierreno, sierreno",73,2157772,https://open.spotify.com/artist/0mA4dkNGiN4fqTBi2SLlAv
Hans el Oso,"corrido, musica sinaloense",56,137953,https://open.spotify.com/artist/6h5PZ6aYahlswhw0w7QXea
T3R Elemento,"corrido, corridos tumbados, musica mexicana, norteno, sad sierreno, sierreno",71,5075451,https://open.spotify.com/artist/34nbQa7Hug9DYkRJpfKNFv
La Receta,"corrido, musica sinaloense, sierreno",74,417277,https://open.spotify.com/artist/3p8PwzenE7ktd4BVFuQzMD
Hijos De Barron,"banda, corrido, musica mexicana, norteno, sad sierreno, sierreno",56,718950,https://open.spotify.com/artist/32YGQsNtuwyobFFnn8ikpe
Los Plebes del Rancho de Ariel Camacho,"banda, corrido, musica mexicana, norteno, sierreno",67,4530561,https://open.spotify.com/artist/6cnl6Jz97730GUS8zEAK77
Enigma Norteño,"corrido, musica mexicana, norteno",67,1181621,https://open.spotify.com/artist/3441uYrkzgTWwjXLd13R0U
Dan Sanchez,"corrido, corridos tumbados, sierreno",64,677825,https://open.spotify.com/artist/1yPvnL2XGGehNiOGWzcAAG
La Cuatiza,,61,40244,https://open.spotify.com/artist/7hNfq19HIL0PRumBReFlsp
Juanchito,sad sierreno,58,5570,https://open.spotify.com/artist/5dHeVV4GJVmQwEWqqOuB8v
Adriel Favela,"banda, corrido, corridos alternativos, corridos tumbados, musica mexicana, norteno, sad sierreno, sierreno",66,1613291,https://open.spotify.com/artist/0PrhwIWbqYFYyY2ZrkIWgI
Arsenal Efectivo,"corrido, corridos tumbados, musica mexicana, norteno, sierreno",50,568617,https://open.spotify.com/artist/2MMXs21RASEwAmU7gRheQ0
Los Primos del Este,"corrido, corridos tumbados, sad sierreno, sierreno",64,331024,https://open.spotify.com/artist/5MEewKjCN4Dw20OFV2IGMo
La Zenda Norteña,"musica chihuahuense, musica mexicana, norteno, norteno-sax, sierreno, tejano",59,698210,https://open.spotify.com/artist/01brs471Oes6kMnkVJBfGG
Jessi Uribe,"colombian pop, musica popular colombiana",67,1848380,https://open.spotify.com/artist/3SN7I8KV2qBwTCZ4aNDcbS
Los Dareyes De La Sierra,"classic sierreno, corrido, corridos tumbados, musica mexicana, sierreno",75,1208432,https://open.spotify.com/artist/1ZMJSCQw8DIefcLb1FIpY0
Horacio Palencia,"banda, musica mexicana",59,320725,https://open.spotify.com/artist/7arK8QUX7X61NIkChn9no2
Angélica Gallegos,regional mexicano femenil,46,41712,https://open.spotify.com/artist/0x5h9zpuylgle1BtMTgfvb
Grupo Laberinto,"cumbia sonorense, musica sonorense, norteno, tecnobanda, tejano",72,831725,https://open.spotify.com/artist/24z2EWgF5nVUKnbJHd9ku2
El Poder Del Norte De Arturo Buenrostro,,37,2672,https://open.spotify.com/artist/369DgLEdifFiRIfXMYaFFI
Los Dos Carnales,"banda, corrido, musica mexicana, norteno, sierreno",73,2975028,https://open.spotify.com/artist/25UNJbwGZSQKvz5cPLWlv3
Los Viejones De Linares,norteno,53,98228,https://open.spotify.com/artist/48f1Wox7CUiX1nDfzgonjW
Duelo,"banda, musica mexicana, norteno, tejano",72,1957139,https://open.spotify.com/artist/0nnp7oJpY2J6yZOqtdKaWq
Edwin Luna y La Trakalosa de Monterrey,"banda, musica mexicana, norteno, sad sierreno",69,3964547,https://open.spotify.com/artist/4LFOoXhMhnq9U8VsZkSwxl
Octavio Cuadras,,59,87972,https://open.spotify.com/artist/2DleHTnLZ18SJy0LCcoIGp
PACD,,22,529,https://open.spotify.com/artist/5o8YbNO9uaivixMThDpkFU
La Humildad De La Musica Norteña,norteno-sax,47,27093,https://open.spotify.com/artist/0fMwbTSqDbGyg0QgpijRoE
Adverzo,,50,20648,https://open.spotify.com/artist/0NMJh5gFRAkN5uUsCujlCV
Karina Sofia,,9,416,https://open.spotify.com/artist/3WXv6pmtZ28uU298xhTgUH
Sofía Reyes,"latin pop, latin viral pop, mexican pop",67,3118496,https://open.spotify.com/artist/0haZhu4fFKt0Ag94kZDiz2
Ysrael Barajas,corrido,58,252533,https://open.spotify.com/artist/1KUm2LsC3HnPKHvIoo4cKu
Oscar Ortiz,corrido,66,241396,https://open.spotify.com/artist/0FvHxb8a4I0A2i8jKCsFei
Los Rojos,"banda, corrido, musica mexicana, norteno, sierreno",56,332994,https://open.spotify.com/artist/4N76v8ETS7Q5sod9W0dgIo
Alemi Bustos,,58,49486,https://open.spotify.com/artist/0llOGBcrHCKcZrw8mmdDkF
Panchito Arredondo,"corrido, corridos tumbados, norteno, sierreno",61,644547,https://open.spotify.com/artist/1enyvmNKgt4BIIkVnt9FAV
Julio Chaidez,"banda, corridos clasicos, musica mexicana, norteno, sierreno",52,675821,https://open.spotify.com/artist/0iMKZWAsycF13Uu67duuj7
Tomas Ballardo,corrido,53,75264,https://open.spotify.com/artist/3Y4UmopFbGuRYdtGEa5jDZ
Marco Flores Y La Jerez,"banda, musica mexicana, norteno, sierreno",54,249603,https://open.spotify.com/artist/3cseuYmozraz4XJn6nDo80
Saul El Jaguar Alarcón,"banda, musica mexicana, norteno",51,1036561,https://open.spotify.com/artist/4zDxqX7DmkPcNfXkrPuYro
Angel Sauceda,musica sinaloense,44,8948,https://open.spotify.com/artist/7aeVRZsc7JRvt7QrMa3CJP
Aldo Trujillo,"corrido, corridos tumbados, musica mexicana, norteno, sad sierreno, sierreno",63,1753480,https://open.spotify.com/artist/0l6WgSoqo4UqeuXFKnTQRu
Julio Caesar,,57,30790,https://open.spotify.com/artist/2Sr1WpVyOrlqgy294KkR6K
Toño Lizarraga,"banda, musica mexicana",50,193864,https://open.spotify.com/artist/58kEJAbZ1Knbo4UI2phUQv
Angel Ureta,,46,34323,https://open.spotify.com/artist/3rvluTyk2vmAj3dN1b0bw8
Picassoo,,45,17091,https://open.spotify.com/artist/09d1lCanP0TEHpTMpApqja
Walter Esaú,,36,13149,https://open.spotify.com/artist/2BaF574aVsGeAtcUgrzeV5
Said Norzagaray,,42,8178,https://open.spotify.com/artist/3hK6sVmdFt15ORCDg503Yp
Franco Rey,,42,13602,https://open.spotify.com/artist/5ijydygAQo5wd1WJFDrGk3
Bajo Perfil,"corrido, corridos tumbados, sad sierreno, sierreno",46,57820,https://open.spotify.com/artist/04CzckYeljqT6be7fR954D
Juan Moya Y Los Del Valle,tex-mex,40,11911,https://open.spotify.com/artist/6FmKCCqWSQAhxF0bkObz4b
Hermanos Vega Jr.,"banda, corrido, musica mexicana, norteno, sierreno",42,291352,https://open.spotify.com/artist/5AI8Ps93kygPilymCY7Tnm
Dazoner,,39,6518,https://open.spotify.com/artist/11rKJO8o50v5YoibpLLx3B
Dariell Cano,sad sierreno,35,27137,https://open.spotify.com/artist/5aCpXuqGhGgQhqHtGObmJT
Leyo,,24,448,https://open.spotify.com/artist/3aZ2G1elrxO4ZMWcafMriO
Grupo 3 Mandos,,25,1126,https://open.spotify.com/artist/30NWCe5fNf3m9yC6wbPltS
Designo Celestial,,23,982,https://open.spotify.com/artist/7ApLnBw5BDaqVN1gYM9pAb
Kevin Aguilar,,25,962,https://open.spotify.com/artist/1z9SxBHvg62Cq1nMCDPL6y
Tom Morello,modern alternative rock,68,197158,https://open.spotify.com/artist/74NBPbyyftqJ4SpDZ4c1Ed
grandson,"modern alternative rock, modern rock, pov: indie, rock",65,1168702,https://open.spotify.com/artist/4ZgQDCtRqZlhLswVS6MHN4
Roman Morello,,27,693,https://open.spotify.com/artist/4MtYU5kRFzruyn6gbO1Hju
Courteeners,"britpop, english indie rock, manchester indie",56,333276,https://open.spotify.com/artist/1NfJU4hy56Z4UM4iyIa1B2
DMA'S,"australian indie, australian surf rock",54,249733,https://open.spotify.com/artist/1iUTUix5kea176M0uJTsh4
HIMALAYAS,"modern alternative rock, welsh indie",50,58007,https://open.spotify.com/artist/71NBOcJ9lMeXqnbnya1z0x
Badflower,"modern alternative rock, post-grunge",55,329407,https://open.spotify.com/artist/3T55D3LMiygE9eSKFpiAye
trauma ray,"american shoegaze, doomgaze, fort worth indie, grungegaze, nu gaze, texasgaze, zoomergaze",45,42248,https://open.spotify.com/artist/7mhFqGccO5U4pn90mix9S1
Glimmer,new york shoegaze,15,1087,https://open.spotify.com/artist/4ldTJbQ7TIIjZYgUtH5RwT
New Age Thief,,18,826,https://open.spotify.com/artist/5wPi7eY4GvQnUzrkvkgVpM
311,"alternative metal, alternative rock, funk metal, funk rock, nu metal, pop rock, rap rock, reggae fusion",63,1085642,https://open.spotify.com/artist/41Q0HrwWBtuUkJc7C1Rp6K
Cold War Kids,"indie rock, modern alternative rock, modern rock, piano rock, stomp and holler",60,889276,https://open.spotify.com/artist/6VDdCwrBM4qQaGxoAyxyJC
Manic Street Preachers,"britpop, permanent wave, rock, welsh rock",54,700871,https://open.spotify.com/artist/2uH0RyPcX7fnCcT90HFDQX
shego,tontipop,44,32210,https://open.spotify.com/artist/1DiDa1DfTjldKJQeonyP33
Weathers,pov: indie,55,304392,https://open.spotify.com/artist/4OTFxPi5CtWyj1NThDe6z5
MIYAVI,visual kei,54,308522,https://open.spotify.com/artist/7sBtBCNVRujQhaHDODkfTN
The Rasmus,"finnish alternative rock, funk metal",59,505572,https://open.spotify.com/artist/76ptJV8617638xrpeoUtzl
Sueco,cali rap,64,628051,https://open.spotify.com/artist/4iDroUFo89Y7YBsdDTBmTD
Kami Kehoe,,50,120362,https://open.spotify.com/artist/2inxPY2UyH8riOrUuLklVR
The Haunt,,51,57377,https://open.spotify.com/artist/45d8YG3R2DApOMnIZuyK8p
Beth Hart,modern blues,54,431231,https://open.spotify.com/artist/30TrHDLNCKQVTYWOn9QqOC
Slash,"hard rock, rock",59,3113503,https://open.spotify.com/artist/4Cqia9vrAbm7ANXbJGXsTE
The Luka State,"english indie rock, modern alternative rock",36,38313,https://open.spotify.com/artist/6DaXEbr3LdLNcui8pZf6AF
LEAP,,42,16032,https://open.spotify.com/artist/538iX6YCTybcgzsrjDTrFi
Kid Kapichi,"british alternative rock, english indie rock, modern alternative rock",42,56184,https://open.spotify.com/artist/2iwVdN0Geaw5Sn2Abeh9fB
Grayscale,"anthem emo, pop punk",46,93844,https://open.spotify.com/artist/6Xq9CIMYWK4RCrMVtfEOM0
Kids In Glass Houses,"british alternative rock, uk pop punk, welsh rock",36,56863,https://open.spotify.com/artist/0d630stEgFcD3GTKZPZFzY
Head Automatica,"emo, post-hardcore, screamo",38,58520,https://open.spotify.com/artist/2cyaobEho8uxhqLxwG7j6i
total tommy,,30,2064,https://open.spotify.com/artist/2dbSR7CwWSGsMkuKVITKRc
Love Is Noise,,31,12155,https://open.spotify.com/artist/4qY6XGFQwZubu0oKBJeVki
chokecherry,,36,28840,https://open.spotify.com/artist/6FO0bkcJ4D8MJ1REvBRhNT
KO KO MO,"nantes indie, rock alternatif francais",36,24199,https://open.spotify.com/artist/37njHbDvYnaoRWbRwVTdaZ
Larkin Poe,"modern blues, modern blues rock",48,254592,https://open.spotify.com/artist/7d10VF1J4LqW7vrpPOngzm
Jack Kays,cincinnati rap,56,171837,https://open.spotify.com/artist/24qqDoA4BBXVnPOdHBjT54
robbietheused,,47,7810,https://open.spotify.com/artist/6ulyIBuifBzU35RsvFZIx0
SCARLET,slayer,36,24629,https://open.spotify.com/artist/1ezwRjcVcSgr0HNIwRd2CN
Massive Wagons,"modern hard rock, nwocr",39,24474,https://open.spotify.com/artist/7xytG2E40s4GeukvZCGqGP
Le Shiv,,32,5967,https://open.spotify.com/artist/5G1xjxkXFx4zouU8Mr9Ua6
True North,,42,18702,https://open.spotify.com/artist/6E8FJvFB2KBbNyAWUUH155
Pom Pom Squad,bubblegrunge,39,39259,https://open.spotify.com/artist/1yhTALwId0bpL1U1XRT3Zs
senses,,46,24046,https://open.spotify.com/artist/0lXMA1fi5NwMBAXdwTnnYB
Dogpark,nyc indie rock,41,23132,https://open.spotify.com/artist/2VlmDb05CPERyCZfmZI3x7
Friko,,36,23103,https://open.spotify.com/artist/5HViQsHNdOovxKa420CPGR
Deux Visages,,33,14349,https://open.spotify.com/artist/0aWanrbf83QSmIRYSYdNOR
Cryogeyser,"lo-fi indie, modern dream pop",41,25135,https://open.spotify.com/artist/3BORonJcAjc2wbSv1DXbTZ
Liotta Seoul,,24,7471,https://open.spotify.com/artist/5TVvYXtmzb3yeMZIiQdTQi
Cut Glass Kings,"birmingham indie, modern hard rock",17,3227,https://open.spotify.com/artist/6duFEnexUva5UMe40WbV4v
Crae Wolf,,24,834,https://open.spotify.com/artist/0sLk8jQFM8gu9omVj2JGT9
Glazed Curtains,,22,2495,https://open.spotify.com/artist/34Lag5FaTGZTgaiz89Qo9B
Blood Wizard,nottingham indie,19,2250,https://open.spotify.com/artist/60XRtGmul45VSNNKt9mZhp
Death By Unga Bunga,"norwegian alternative rock, norwegian indie, norwegian rock",27,11168,https://open.spotify.com/artist/3GbYOxp3xc7O9lpuJQRi9K
Von Hertzen Brothers,"finnish progressive rock, suomi rock",30,20646,https://open.spotify.com/artist/5QA702pGd9qa2oWvp21ofG
Common Sage,5th wave emo,17,2562,https://open.spotify.com/artist/3DE3WMda6z9BuyMEQyRNFn
Lowland Brothers,,11,805,https://open.spotify.com/artist/2tykhoGTmI8NsNKKyAq8Ga
Drift,australian shoegaze,9,1133,https://open.spotify.com/artist/5As4J0NBaerSYQNuKgVuXi
Pandorea,,7,1269,https://open.spotify.com/artist/6tWC5Umk7qZ8gOXZLFALvk
Wet,"brooklyn indie, electropop, indie poptimism, nyc pop, shimmer pop",52,262152,https://open.spotify.com/artist/2i9uaNzfUtuApAjEf1omV8
Parcels,"aussietronica, indie soul",67,878235,https://open.spotify.com/artist/3oKRxpszQKUjjaHz388fVA
Nicolas Jaar,"downtempo, electronica, microhouse",51,712573,https://open.spotify.com/artist/5a0etAzO5V26gvlbmHzT9W
urika's bedroom,,29,2246,https://open.spotify.com/artist/6LhbOssuAbrXa5Wzcskhhw
bob junior,,29,2727,https://open.spotify.com/artist/2fug6DU1q1uRkPG9L7r2Ne
The Walters,"chicago indie, pov: indie",73,815001,https://open.spotify.com/artist/027TpXKGwdXP7iwbjUSpV8
EFÉ,indie r&b,26,9344,https://open.spotify.com/artist/2v0XtEw3w12NCC0J20ke6C
BLACKSTARKIDS,modern indie pop,32,32054,https://open.spotify.com/artist/7but14WsfXJkF8hm07xx6E
Mamalarky,experimental indie,26,11663,https://open.spotify.com/artist/2AWfnWrfFVhRPVX4JN9a6g
flipturn,"jacksonville indie, pov: indie",61,194017,https://open.spotify.com/artist/7FKTg75ADVMZgY3P9ZMRtH
Hovvdy,"austindie, countrygaze, small room",44,68377,https://open.spotify.com/artist/59RNNqeEfkq3X5pfOQxZ3C
Great Grandpa,"5th wave emo, bubblegrunge, diy emo, indie punk, seattle indie",34,43800,https://open.spotify.com/artist/1Hs5RG6WIwUSJLxRYWaOW6
Jack J,canadian house,34,11991,https://open.spotify.com/artist/5AIM76YeoaHOzyUHbg4UKl
Fashion Club,,23,2031,https://open.spotify.com/artist/6IOqRJfqL3IKF8VkJzA3a3
Perfume Genius,"art pop, chamber pop, indie rock, indietronica, neo-synthpop, seattle indie",52,395538,https://open.spotify.com/artist/2ueoLVCXQ948OfhVvAy3Nn
Her New Knife,"pennsylvania shoegaze, zoomergaze",35,10588,https://open.spotify.com/artist/3BGUNVzuoQ79pOjLxJsZZg
Art d'Ecco,canadian indie,22,6249,https://open.spotify.com/artist/3P3quzbMWdn5kalJUa6W5J
Grumpy,nashville indie,21,1573,https://open.spotify.com/artist/480FcWBc0dlEZc52noh462
Elias Rønnenfelt,,37,3280,https://open.spotify.com/artist/1sMYEFib6APIW3JjkY8pYS
Delacey,modern alternative pop,44,50374,https://open.spotify.com/artist/1thbOfXak53dM1Xabq3pmb
Benja,,29,2148,https://open.spotify.com/artist/36Bs5vvvt4AfdIvApt1Rid
Michl,vapor soul,45,162959,https://open.spotify.com/artist/0qG3lxHmrUeKzL1BJJ7IBN
Elke,,23,6246,https://open.spotify.com/artist/5hYrKCvJDo3NMvcGKQQqBM
Circuit des Yeux,"chicago indie, popgaze, spectra",19,20632,https://open.spotify.com/artist/7ASMj5TvVCYDILcfTockhI
FKA twigs,"afrofuturism, alternative r&b, art pop, escape room, experimental r&b, trip hop",66,1274313,https://open.spotify.com/artist/6nB0iY1cjSY1KyhYyuIIKH
Mk.gee,experimental r&b,65,220167,https://open.spotify.com/artist/7tr9pbgNEKtG0GQTKe08Tz
Panda Bear,"art pop, chamber pop, chillwave, dream pop, experimental pop, indie rock, indietronica, noise pop",57,216709,https://open.spotify.com/artist/1R84VlXnFFULOsWWV8IrCQ
Cindy Lee,"experimental indie, hypnagogic pop",42,45350,https://open.spotify.com/artist/0TZExq5Dma8hecEIAKwQYA
Jean Dawson,"indie hip hop, modern indie pop",59,180198,https://open.spotify.com/artist/7vNNmjV14SKQzlQAEg0BXP
070 Shake,new jersey rap,69,560329,https://open.spotify.com/artist/12Zk1DFhCbHY6v3xep2ZjI
Porridge Radio,"brighton indie, crank wave, english indie rock, uk post-punk revival",46,74384,https://open.spotify.com/artist/4vAQ4M7vgItwBtmBTgRu48
Becky and the Birds,"experimental r&b, modern alternative pop",37,8358,https://open.spotify.com/artist/52MMXmgPC7kDNIYUxCeh8d
Father John Misty,"art pop, chamber pop, indie rock, singer-songwriter, stomp and holler",71,861961,https://open.spotify.com/artist/2kGBy2WHvF0VdZyqiVCkDT
Maverick Sabre,irish hip hop,65,279825,https://open.spotify.com/artist/0ukgrNYk51TkMQr0f2Br4Q
Benjamin Booker,"modern blues, modern blues rock",36,99662,https://open.spotify.com/artist/7mZgBMpvaBziYQfc9TbJH5
Hildegard,ambient pop,46,6171,https://open.spotify.com/artist/2Ffds2i0bCHVuLiJq6GqCC
Helena Deland,indie quebecois,50,56253,https://open.spotify.com/artist/0BJeP79i5wKgCqsEEiQ7G0
Ouri,"electra, montreal indie",48,16045,https://open.spotify.com/artist/41gxyJbzbAaChEyrZ9j3rv
Mei Semones,brooklyn indie,42,25382,https://open.spotify.com/artist/3Cp20KSVlMlFuOdqiqHFGR
Jordana,modern indie pop,67,155053,https://open.spotify.com/artist/5Bw9kFNhy019e4IBCJZlzw
Oklou,"alternative r&b, escape room",53,91173,https://open.spotify.com/artist/6fFcUOFcbjeIuEomuUthkw
underscores,hyperpop,52,101352,https://open.spotify.com/artist/7HfUJxeVTgrvhk0eWHFzV7
Christopher Owens,bay area indie,38,15507,https://open.spotify.com/artist/0ukgSx1gUt5rUihbNh46qy
Roy Blair,bedroom pop,46,229863,https://open.spotify.com/artist/6Sa4YbwEdGlfVSJMF1Lp67
Annika Bennett,nashville singer-songwriter,41,20825,https://open.spotify.com/artist/6p6WfcngzvbVPbmV9HMb5l
Ducks Ltd.,modern jangle pop,40,17238,https://open.spotify.com/artist/6PypZhdlKno9oouYu6roMG
Phantogram,"indietronica, metropopolis, neo-synthpop",67,862231,https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH
Contour,south carolina indie,36,10575,https://open.spotify.com/artist/5eUhoxsPgFqAWSfOtwMNBF
Shower Curtain,new york shoegaze,28,2671,https://open.spotify.com/artist/04vEYZm6KQQCtUWs2hM8Dj
Nieve Ella,,47,32966,https://open.spotify.com/artist/14zhvja4OxwrmivOB3LHOn
Chinese American Bear,,34,4620,https://open.spotify.com/artist/6WIb9mpc6lyBzAjTeGWvEh
The Slaps,indie garage rock,40,28606,https://open.spotify.com/artist/4nNxZ9weXMeokvs9ohcmZl
Sabrina Song,,32,46096,https://open.spotify.com/artist/7JXdTCq0awJfHZMJJkG0AS
emory,,27,1816,https://open.spotify.com/artist/7HKjjFcvOZyupxbOMdmSwE
Samora Pinderhughes,,30,10120,https://open.spotify.com/artist/6Of92bKNSsFuoNkF4nQ6Za
Samant,,32,266,https://open.spotify.com/artist/3uRWOTy9otoxixGe3yG8Bh
Daniela Andrade,"canadian contemporary r&b, folk-pop",56,407937,https://open.spotify.com/artist/0WfaItAbs4vlgIA1cuqGtJ
Charli xcx,"art pop, candy pop, metropopolis, pop, uk pop",89,4324335,https://open.spotify.com/artist/25uiPmTg16RbhZWAqwLBy5
Julian Casablancas,indie rock,65,571186,https://open.spotify.com/artist/1rAv1GhTQ2rmG94p9lU3rB
Saya Gray,experimental r&b,44,35288,https://open.spotify.com/artist/4EnymklUyqZwvmHQGlRssl
Cavetown,"bedroom pop, indie pop, pov: indie",71,4244470,https://open.spotify.com/artist/2hR4h1Cao2ueuI7Cx9c7V8
Frankie Cosmos,"bedroom pop, bubblegrunge, indie pop",58,310744,https://open.spotify.com/artist/0x4xCoWaOFd3WsKarzaxnW
Caroline Polachek,"art pop, escape room, indie pop, indietronica",66,553650,https://open.spotify.com/artist/4Ge8xMJNwt6EEXOzVXju9a
Current Joys,"lo-fi indie, pov: indie",72,1434552,https://open.spotify.com/artist/0m5FakHKCQdA7UN0PIzMcL
Fazerdaze,"dreamo, nz indie",44,138863,https://open.spotify.com/artist/2awB7Ol181cocZcLLNBBAh
Wallice,indie pop,44,61572,https://open.spotify.com/artist/6d6ts87Fxm1EdULf4CaLw4
Yukimi,,38,4041,https://open.spotify.com/artist/2T87tqNRh6ZRDPw0qj2ZGo
Little Dragon,"art pop, chillwave, downtempo, electronica, gothenburg indie, indie soul, indietronica, neo-synthpop, swedish electropop, swedish synthpop, trip hop",60,696575,https://open.spotify.com/artist/6Tyzp9KzpiZ04DABQoedps
Flying Lotus,"afrofuturism, alternative hip hop, electronica, escape room, experimental hip hop, glitch, glitch hop, indietronica, instrumental hip hop, intelligent dance music, jazztronica, psychedelic hip hop, wonky",55,792565,https://open.spotify.com/artist/29XOeO6KIWxGthejQqn793
